post,tags
option with 1 to 1000  can some one give me a html option tag thats goes from 1 to 100,html
how to store different get variable in an array  there s a <code>$_get</code> variable and it sends a value each time user clicks an element. on the first click <code>somedata_1</code> is sent  on the second click <code>somedata_2</code> is sent and so on.    i want to create an array and put the data in one after another into the array:   <pre><code>if (isset[$_get[ mygetvar ])) {     $myvar = $_get[ mygetvar ]; // right now it holds data_1 } </code></pre>   how can i grab that <code>data_1</code> and put it in :   <pre><code>$myarray[0]; </code></pre>   and user clicks again so:   <pre><code>if (isset[$_get[ mygetvar ])) {     $myvar = $_get[ mygetvar ]]; // right now it holds data_2 } </code></pre>   how can i grab this <code>data_2</code> in put it in:   <pre><code>$myarray[1] </code></pre>   and the next data in <code>$myarray[2]</code> and <code>$myarray[3]</code>.    i don t want to insert this data into a database. (if that s possible),php
deciphering c pointer code  i m new to c and came across some code dealing with pointers and could use some help deciphering it. what does this mean  it appears to be casting variable p to be a pointer to an int. i m confused by the (int *) code.    <pre><code>*(int *)p = 0x113 </code></pre>,c
one sql query for active users and inactive users   there is a table in database contains username status(active or inactive).i need to display a page contains two groups. first group will be for the active users and the second group will be for inactive users. only one select query is permitted to use. that means no separate sql statements for the two groups.,php
how to return data to a object as response in a function argument (as that of jquery ui autocomplete )  jquery ui source method   <pre><code>source : function(request  response) { response (/*some data*/)} </code></pre>   my code is as follows   <pre><code>$.fn.foo = function(uri){   return this.each(function(){     var _response;     //get that  response  using source method           //and assign it (response) to a variable say  _response     //$.fn.foo.methods.source.call($this[0]  uri) can be used if possible to get that    }); }  $.fn.foo.methods {   source: function(uri  response) {    $.get(uri  function(data){       //maybe as       response(data);    });   } } </code></pre>   please help me  i just can t exporting the data got from <code>$.get(uri  function(data){})</code> to a local variable,jquery
reading uiimage from document folder  i need to read the image from document folder and prepare uiimage out of that. but when i call this function everytime memory get increasing and for large scale image this scale is large. following is same code    <pre><code>-(uiimage*) getsavedimagewithname:(nsstring*) afilename {     nsarray *paths = nssearchpathfordirectoriesindomains(nsdocumentdirectory  nsuserdomainmask  yes);     nsstring *documentsdirectory = [paths objectatindex:0];     nsmutablestring* str = [[nsmutablestring alloc] initwithcapacity:300];     [str appendstring:documentsdirectory];     [str appendstring:@ / ];     [str appendstring:afilename];      nsfilemanager *filemanager = [nsfilemanager defaultmanager];     bool success = [filemanager fileexistsatpath:str];      nsdata *datatowrite = nil;      uiimage* image = nil;       if(!success)     {      }     else      {         datatowrite = [[nsdata alloc] initwithcontentsoffile:str];           image = [uiimage imagewithdata:datatowrite];                                                                                                                                                                                               yes;     }     if(datatowrite)     {         [datatowrite release];         datatowrite = nil;     }      if(str)     {         [str release];         str = nil;     }      if(filemanager)     {         [filemanager release];         filemanager = nil;     }     return image; } </code></pre>   calling this way   <pre><code> [self setfrontviewimage:[self getsavedimagewithname:@ edited ]]; </code></pre>   i am not able to find where it is getting leak.    thanks     sagar,iphone
talk on asp.net  a friend of mine s company is considering using either java or asp.net for web development. currently they do all development in delphi. as they have no experience in .net they have asked me to come down and give a 1 hour overview of .net (mainly asp.net). what topics should i cover,asp.net
how can i display css color .selected property  hi  i am building something with tabs and i want the tab selected to have another color... i use this.. the css   <pre><code>#tabs {} #tabs ul { display:inline-block;  margin-left:12px;width:100%; margin-bottom:-5px;} #tabs ul li { display:inline-block; float:left; padding-right:3px;margin-bottom:0px;} #tabs ul li a { display:block;text-decoration:none;padding:6px 6px 5px 6px;    border:1px solid #4aa6c2; border-bottom:none;    font-size:11px; font-weight:bold;    color:#fff; -moz-border-radius-topleft:4px; -moz-border-radius-topright:4px;    -webkit-border-top-left-radius:4px;    -webkit-border-top-right-radius:4px;    -khtml-border-top-left-radius:4px;    -khtml-border-top-right-radius:4px;   border-top-left-radius:4px;    border-top-right-radius:4px;    background:#dedede;    background:-webkit-gradient(linear  left top  left bottom  from(#ededed)  to(#cdcdcd));    background:-moz-linear-gradient(top  #85b7c7  #0b7190);    filter:progid:dximagetransform.microsoft.gradient(startcolorstr= #e7eff2   endcolorstr= #e7eff2 );    background-color:#e7eff2; }  #tabs ul li a:hover { text-decoration:none; color:#000;} #tabs ul li a.activ { border-color:#089dcb;  background:#4bc7ed; background:-webkit-gradient(linear  left top  left bottom  from(#97def5)  to(#8c3e3e)); background:-moz-linear-gradient(top  #b8521b  #63290a); filter:progid:dximagetransform.microsoft.gradient(startcolorstr= #97def5   endcolorstr= #07b1e6 ); text-shadow:none} #tabs ul li a.selected { background:-moz-linear-gradient(top  #cccccc  #cccccc); border:1px solid #1269ac;} #tabs ul li a.activ:hover { text-decoration:underline; color:#ffffff;} #tabs-1 #tabs-2 #tabs-3{width:636px;float:left;margin-left:5px;margin-top:5px;background-color:#e7eff2;padding:5px;border-radius:5px;border:1px solid #d8e6eb;} </code></pre>   the html:   <pre><code>&lt;div id= tabs &gt;     &lt;ul&gt;         &lt;li&gt;&lt;a href= #tabs-1 &gt;informatii&lt;/a&gt;&lt;/li&gt;         &lt;li&gt;&lt;a href= #tabs-2 &gt;harta&lt;/a&gt;&lt;/li&gt;         &lt;li&gt;&lt;a href= #tabs-3 &gt;planificare ruta&lt;/a&gt;&lt;/li&gt;     &lt;/ul&gt;     &lt;div id= tabs-1 &gt;         &lt; php include (templatepath .  /tabs/detalii.php );  &gt;     &lt;/div&gt;     &lt;div id= tabs-2 &gt;         &lt; php include (templatepath .  /tabs/harta_locatie.php );  &gt;     &lt;/div&gt;     &lt;div id= tabs-3 &gt;         &lt; php include (templatepath .  /tabs/map_route.php );  &gt;     &lt;/div&gt; &lt;/div&gt; </code></pre>   thanks in advance. what am i doing wrong     i want the selected tab to have another color.,css
how to clear individual file inputs   below is part of the jquery code i have which displays the file input and a  clear file  button.   <pre><code>var $imagefile = $( &lt;input /&gt; )     .attr({         type:  file           name:  imagefile           class:  imagefile      });  $image.append($imagefile);  var $imageclear = $( &lt;input /&gt; )     .attr({         type:  button           name:  imageclear           class:  imageclear           value:  clear file      });  $( .imageclear ).click(function(event){   event.preventdefault();   $( .imagefile ).replacewith( &lt;input type= file  class= imagefile  /&gt; ); }); </code></pre>   now if you look at the bottom of the jquery code  it shows a function i am using where if the user clicks on the  clear file  button  it replaces the file input so that if you have chose a file but then want to clear the input  then it does this by replacing the input.    the problem though is that lets say i have two  imagefile  inputs (each file input contains its own  clear file  button  and they both contain a file  then lets say i want to clear the first file input only  when i click on the  clear file  button  it clears both file inputs  even though i only want it to clear one file input. so how do i code it so that each  clear file  button only clears the file input it belongs to,jquery
javascript nested functions scope  i have the following javascript object  somewhat pseudocode:   <pre><code>{   datefield: new date()    addminutes:function(numminutes)   {      callwebservice(numminutes  function{alert(this.datefield; });   } } </code></pre>   the problem is the scope of the callback function in callwebservice doesn t see the datefield property of the object.  is there a way i can access it   thanks!,javascript
how to make your screen view slanted in your particular view in iphone application   how to make an particular view in your iphone game application slanted  i.e. the screen will be 480 x 320 pixels .can anyone provide me some code for it or any useful links for the same     i also wanted to ask question related to the use of camera. can we make use of camera into our own app i.e. inside the frame of my application .please provide some help regarding the same.    i want the code for it and how to design the page in the 480 x 320 pixels view,iphone
how to remove top margin from first   paragraph after <h2> and top margin from <h2> when it comes after     how to top margin from first <code>&lt;p&gt;</code> paragraph after <code>&lt;h2&gt;</code>  and if any <code>h2</code> comes after <code>p</code> then either <code>p</code> should not have bottom margin or <code>h2</code> should not have top margin    i have    <pre><code>h2 p  h2 p </code></pre>,css
angularjs routing in multilanguage app  i m trying to implement a multilanguage app. i need to access the requested language by adding a two letter iso parameter to the url before the controller name. for example: <a href= http://apppath/en/home  rel= nofollow >http://apppath/en/home</a> <a href= http://apppath/fr/home  rel= nofollow >http://apppath/fr/home</a> <a href= http://apppath/ar/home  rel= nofollow >http://apppath/ar/home</a>   <pre><code> $stateprovider          .state( home   {              url:  /home                templateurl: basetemplateurl +  home.html                controller:  homecontroller           })         .state( login   {             url:  /login               templateurl: basetemplateurl +  login.html               controller:  logincontroller          })       .state( customers   {           url:  /customers             templateurl: basetemplateurl +  customers.html             controller:  customerscontroller        })       .state( signup   {           url:  /signup             templateurl: basetemplateurl +  signup.html             controller:  signupcontroller        }); </code></pre>   i m using a basic stateprovider for routing right now. any idea how to change this to get this feature working     thank you in advance    <hr>   <strong>update</strong>   <hr>   for anyone having the same problem  my solution was:    changed each state to the following   <pre><code> .state( signup   {               url:  /:lang/signup                 templateurl: basetemplateurl +  signup.html                 controller:  signupcontroller                 resolve: {                   lang: [ $stateparams   function ($stateparams) {                       document.cookie =  lang=  + $stateparams.lang;                   }]               }           }); </code></pre>   i save the value of the $stateparams lang into a cookie so you can access it through the app.run() and pass it to my translationservice since the $stateparams is not initialized yet there.    this way your app will work only with html5mode=false. which means you will always see an ugly hashtag in the url (<a href= http://path/#/  rel= nofollow >http://path/#/</a>{lang}/{controllername} andto solve this  i configured the $locationprovider this way:   <pre><code> $locationprovider.html5mode(true).hashprefix( ! ); </code></pre>   and set the base url of the site by inserting inside the  tag of your index.html file this line:   <pre><code> &lt;base href= / &gt; </code></pre>   thanks,angularjs
convert datetime.now from one utc time zone to another  sample scenario:    i have a server in time zone +13.00 (for instance)  and my users work in time zone +2.00.    how can i cause:   <pre><code>datetime.now </code></pre>   called on ther server to return a time that is in utc +2.00   (or convert datetime.now result to +2.00 time zone),.net
add method in a list  i m trying to add a short value to my indices list  but i m getting an error that the method has invalid arguments.   <pre><code>    int verticesstart = vertices.count();     short vertstart = (short)verticesstart; </code></pre>   since the indices list is a  short   i cast the variable verticesstart so it is usable.   <pre><code>    indices.add(vertstart + 0); </code></pre>   this line is where i get the error. am i not allowed to do any kind of math function in an add method,c#
is it possible to develop apps for ios with ipod   i develop games for android  but now i want to try the ios platform. actually  i have mac mini  but i haven t enought money to buy iphone  so i think about buying ipod touch instead. is it possible to develop games (unity engine) using ipod  what about games performance  sorry if i ask something stupid  i never developed for ios before  thanks!,ios
remove number forever from an array  i have a fixed set of numbers in nsarray. example: i have 10 numbers: 1  20  31  33  54 66  77 87 90 99. (these are basically unique serial numbers)    when someone types a number  i want to validate if its one of those numbers and remove it from the list forever. as in  suppose i type 20  it should say  valid  and 20 should be removed. if i type 20 again  it should say   invalid number . i have been able to validate and remove them. however  how do i remove them forever  by  forever   i mean  if 2 people have my app on their phones  and phone1 has already used the code 20  then for phone2  it should say code is invalid.    is there a way i can do this  probably by connecting to the internet,ios
issue with program not solving equivalent capacitance (5) in series.  link:<a href= https://imgur.com/a/1a0md  rel= nofollow noreferrer >http://imgur.com/a/1a0md</a> i input the values  but the output isn t working  even after i debugged. the question asks the user for the coulombs and voltage and my program  should  compute the coulomb  as well as its sum (assume its in series).          <pre><code>#include &lt;stdio.h&gt;  typedef struct { double q;  // charge on the capacitor double v; // voltage } capacitor; // structure for 5 cpacitors in series  typedef struct { capacitor c1; capacitor c2; capacitor c3; capacitor c4; } capacitors_in_series; double equivalentcapacitance(capacitors_in_series); void main(void) {  capacitors_in_series sercaps; double eqcapacitance; // get input from the user printf( please give the charge (coulombs) and voltage (volts) for capacitor             1: \n ); scanf( %lf%lf  &amp;sercaps.c1.q  &amp;sercaps.c1.v);  printf( please give the charge (coulombs) and voltage (volts) for capacitor   2: \n ); scanf( %lf%lf  &amp;sercaps.c2.q  &amp;sercaps.c2.v);  printf( please give the charge (coulombs) and voltage (volts) for capacitor 3: \n ); scanf( %lf%lf  &amp;sercaps.c2.q  &amp;sercaps.c3.v);  printf( please give the charge (coulombs) and voltage (volts) for capacitor 4: \n ); scanf( %lf%lf  &amp;sercaps.c4.q  &amp;sercaps.c4.v); // compute the equivalent capacitor eqcapacitance = equivalentcapacitance(sercaps);  // display results printf( capacitors in series: \n ); printf( charge (coulombs)     voltage (volts)    capacitance (f)\n ); printf(     capacitor 1: %15.2e  %15.2f   %15.2e\n   sercaps.c1.q  sercaps.c1.v  sercaps.c1.q/sercaps.c1.v); printf(     capacitor 2: %15.2e  %15.2f   %15.2e\n   sercaps.c2.q  sercaps.c2.v  sercaps.c2.q/sercaps.c2.v); printf(     capacitor 3: %15.2e  %15.2f   %15.2e\n   sercaps.c3.q  sercaps.c3.v  sercaps.c3.q/sercaps.c3.v); printf(     capacitor 4: %15.2e  %15.2f   %15.2e\n   sercaps.c4.q  sercaps.c4.v  sercaps.c4.q/sercaps.c3.v); printf( equivalent capacitance: %.2e\n  eqcapacitance); }  double equivalentcapacitance(capacitors_in_series scaps) { // variable declations double eqcap;  // equivalent capacitance // instructions eqcap = scaps.c1.v/scaps.c1.q;  // set to 1/c1 eqcap = eqcap + scaps.c2.v/scaps.c2.q;  // adds 1/c2 eqcap = eqcap + scaps.c3.v/scaps.c3.q;  // adds 1/c3 eqcap = eqcap + scaps.c4.v/scaps.c4.q;  // adds 1/c4 eqcap = 1/eqcap;  // sets to 1/(1/c1 + 1/c2 ...) return(eqcap); } </code></pre>,c
client code generation from wsdl in .net  i am posting my 1st question here so if i do any mistake then i do apologize. i want to generate a client code form the wsdl files. but i am very new to this so so some body can give me a bit more knowledge then it will be really appreciated.    thanks.,asp.net
extending default ios phone number/address detection actions  when you have a text area in ios  it has the capability to detect phone numbers  urls  and street addresses.  when you touch and hold on the linked item  it will pop up actions.    for example  when you see a phone number such as 303-338-2929 and tap and hold the link you will see the following options:    call  text message  create new contact  add to existing contact.      is there any way to extend these default actions for my own app   for example  web search.    thanks for any ideas....,ios
passing values in uialertview  i need to pass 1 variable in single alert view.....for example.... i need to pass the username as  john videos deleted     i write the code as   <pre><code>    self.myalert = [[[uialertview alloc] initwithtitle:@ mnb  message:@ video deleted successfully  delegate:self cancelbuttontitle:nil otherbuttontitles:@ ok  nil] autorelease]; </code></pre>,iphone
how to add windowed prompts and confirmations to php functions   how do i add  are you sure you want to  prompts and  the so and so action is done  confirmations for php functions.     i call my functions with:   <pre><code>&lt;form action= functionname.php  method= post &gt;&lt;input type= submit &gt;&lt;/form&gt; </code></pre>   and i usualy resolve them with:   <pre><code>header( location:  . $_server[ http_referer ]); </code></pre>   i know how to do prompts for javescript and jquery  but i need them to go when i click submit and i need conformations after referer page is reloaded  is it even possible     thanks in advance,php
angular using $sce to allow some html  without allowing all of it(allow just my html)  i have a filter that adds some html (parses users to href). i run it on user inputed text (a  post  by user). and then displaying with <code>ng-html-bind={{post.text | parseusers}}&lt;p&gt;&lt;/p&gt;</code>    this is the filter code   <pre><code>.filter( parseusers   function($sce){         return function(input  scope){             if (input !== null &amp;&amp; input !== undefined){                 var result  personpattern  personlinktpl  userlink personname  personlink;                 result = input;                 personpattern = /@[a-za-z\allowd_]+/gi;                 personlinktpl =  &lt;a href=\ #/users/%user_id%/\ &gt;%user%&lt;/a&gt; ;                  personmentions = input.match(personpattern);                 if (personmentions != null &amp;&amp; personmentions.length &gt; 0) {                      for (var j = 0; j &lt; personmentions.length; j++) {                         personname = personmentions[j];                          personlink = personname.replace( @     ).tolowercase();                         userlink = personlinktpl.replace(/%user_id%/  personlink).replace(/%user%/  personname);                         result = result.replace(personname  userlink);                     }                 }                 return $sce.trustashtml(result);             }         };     }) </code></pre>   everything works correctly but the implication is that i shut down the ng-sanitize service on this html. and so i can post <code>&lt;script&gt;alert( hey )&lt;/script&gt;</code> and it would work.    how can i assign trust <strong>only</strong> to my added html or to a specific regex and not everything  or maybe i should sanitize the input before starting to parse it  how is that done with $sce     thanks!,angularjs
how to restrict multiple login in same browser  in my project  there are four logins: admin  teacher  student and parent  and four master pages respectively. in logintable  typeid is stored as 1-student 2-teacher 3-parent 4-admin.    during login  i am checking the type and according to typeid  i lead to corresponding master page.    my problem is that  when i login as admin  it leads to admin master page. when i take another tab and in login page  i am able to login as another user. i don t want to take multiple logins in same browser. how can i restrict this     eg: when i login as teacher  teacher master page is opened and take next tab and when i login as student  it should not to be allowed    my code for login   <pre><code>int type = dallogin.logingettype(login1.username); if (type == 1) { response.redirect( student.aspx ); } else if (type == 2) { response.redirect( teacher.aspx ); } else if (type == 3) { response.redirect( parent.aspx ); }  else if (type == 4) { response.redirect( admin.aspx ); } </code></pre>,asp.net
is there a good way to automate translation of objects between different architectural layers   more and more applications need different representations of similar objects  e.g.  when crossing the wire with web services or when mapping to the database. when you are working with a domain model you probably need one kind of objects in your business layer/domain model (small  lots of behaviour) and another when crossing process or network boundaries (big  only data) or when talking to the database (e.g.  linq to sql only supports 1-to-1 mapping between db tables and generated/mapped objects).    this means you have to write a lot of code performing the rote task of translating/mapping similar objects to eachother. surely there must be some kind of framework or tool to help you do this  or is manual coding the only way to really be in control  we have investigated using reflection and xml/attribute mapping to solve this ourselves but it quickly gets fairly complicated  e.g.  mapping subobjects and lists or several primitives on one object to a subobject on the other object.    we are using c# on .net 3.5.,.net
php chinese segmentation  i m looking for php chinese segmentation    because chinese words don t have space  it affect fulltext search    ex.   <pre><code>$_get[ text ]= 中文分詞搜尋 ; $text=$_get[ text ];(user s input) $text; -chinese segment function-&gt; $text= 中文 分詞 搜尋 ;(result) </code></pre>,php
error when creating c# code identifier expected  i have an error of  identifier expected  for this code. what is the problem with the code        <pre><code>private static ienumerable&lt;fileinfo[]&gt; returnfile(directoryinfo[]  dirlist  string filesearchpattern)  {     foreach (directoryinfo dir in dirlist)      {         yield return dir.getfiles(filesearchpattern  searchoption.topdirectoryonly);     } }  </code></pre>,c#
a recursive function that accepts two perimeters x and y. the function should return the value of x times y.i.e 2*4=4+4= <pre><code>#include&lt;iostream&gt; using namespace std;  int times(int x  int y) {    if(x==0){       return y;    }    else{       cout&lt;&lt; y+(x-1 y);    } }  int main() {    int x y;    cout&lt;&lt; enter x : ;    cin&gt;&gt;x;    cout&lt;&lt; enter y:  ;    cin&gt;&gt;y;    cout&lt;&lt; times(x y);    cout&lt;&lt;endl;`enter code here`    return 0; } </code></pre>,c++
how to build a strong type container in obj-c   i m building a class xxtreenode:   <pre><code>@interface xxtreenode : nsobject&lt;xxsearching&gt;  @property xxtreenode *parent; @property nsmutablearray *children; @property id data;  // problem here @property(readonly) int count;  -(xxtreenode*)initwithdata: (id)data; -(bool)addchild: (xxtreenode*)child; -(bool)removeself; -(nsarray*)searchchildren: (id)content;  // problem here -(xxtreenode*)searchchildrenfirst: (id)content;  // problem here  @end </code></pre>   i want this class be generic -- i can store any types in  data  field. in c#  i can do this easily with    <pre><code>class node&lt;t&gt; </code></pre>   then i can create such class with any type i want:   <pre><code>node&lt;string&gt; a = new node&lt;string&gt;(); node&lt;int&gt; b = new node&lt;int&gt;(); </code></pre>   but how to do such thing in objective-c     btw: i know there is a  id  type and you can see i already declare the fields i want to be generic as  id   but  id  is not suitable for simple types like nsinteger or unichar.,objective-c
create a variable with a function  how can i do a function to work like that    <pre><code>createmyvar( hello    guys ); echo $hello; //output: guys </code></pre>   there is already some php function to do that or we need to build one,php
java retrieve subclass objects from parent class  is it possible to write a method which allows me to take in a list of objects belonging to a parent class <code>person</code>.    under <code>person</code> class  there are several subclasses  which includes <code>employee</code> class.    i want the method to return a separate list which consists of just the <code>employee</code> objects from the original list.    thank you,java
2nd inline element is pushed down a few px   <a href= http://jsfiddle.net/heqbt/1/  rel= nofollow >http://jsfiddle.net/heqbt/1/</a>    i have two inline elements that both have line-height set.  the 2nd element  for some reason  is getting pushed down a few px.  wondering if anyone knows why     ff/chrome tested,css
webservice wsdl response  a method in my webservice returns a dataset containing 5 <code>variables</code>. 2 of them are <code>string</code>  1 <code>int</code> and the 2 others <code>boolean</code>.     after publishing the webservice  that specific response in the <code>wsdl</code> looks like: <code>&lt;s:element minoccurs= 0  maxoccurs= 1  name= mymethodresult &gt;</code>      now  people consuming the webservice ask me if i can change it somehow so the <code>wsdl</code> ends up looking something like this:   <pre><code>&lt;s:element minoccurs= 1  maxoccurs= 1  name= variable1  type= s:string  /&gt; &lt;s:element minoccurs= 0  maxoccurs= 1  name= variable2  type= s:string  /&gt; &lt;s:element minoccurs= 0  maxoccurs= 1  name= variable3  type= s:int  /&gt; &lt;s:element minoccurs= 0  maxoccurs= 1  name= variable4  type= s:boolean  /&gt; &lt;s:element minoccurs= 1  maxoccurs= 1  name= variable5  type= s:boolean  /&gt; </code></pre>   how can i achieve that,c#
define the following modules to display the system’s summary.  (a) a module to display the author(s) name against each shell command located at /bin/ (b) a module to collect cpu utilization percentage in an interval of 20 seconds. execute the module for 5 minutes. store system time and cpu utilization count to a file (e.g.  utlcount.txt). (c) a module to display cpu utilization percentage by a specified user (e.g.mysql) in an interval of 10 seconds.   <pre><code>    #include&lt;stdio.h&gt;    #include&lt;stdlib.h&gt;         void main() {              system( ls -l --author /bin | awk  {print$5\nprint$10}  );              system( mpstat 2 4 | cat &gt; a.txt );              char str[30];              printf( enter the user name );              scanf( %s  str);              system( mpstat 2 4 |  grep ( str ) );     } </code></pre>   why it is showing error in 3rd one,c
how are objective-c classes implemented   i keep hearing about how objective-c classes are just c structs. can anyone shed more light on how they are actually implemented,objective-c
can different classes be operated in python  like datetime added date   can different classes be operated in python   like datetime added/reduced date: datetime.datetime(2018 07 18) - datetime.date(2018 07 18),python
if installation folder name is renamed then the configuration doesn’t work properly  in my .net windows application has a delivery folder in that contains sub-folder with name  software . inside that it contains couple of subfolders and .exe and a .dll files.  it s like this -    ....\delivery\software\ so when i build the application the output means all binary files will go to this folder. and we will give this  software  folder to the testing team...so that they can test the appl.... my question is if anyone renames the  software  folder to something else then the application wont work properly....means when we launch the appl. it will create some files and folders. and as we rename the folder name it wont work as it shld be. pls any one suggest me what to do in this scenario.,.net
is there any way to test iphone application on real device without paying $99 to apple   is there any way to test iphone application on real device without paying $99 to apple because i dnt want to enrolled to apple iphone developer program i m newbie just playing around with iphone development.,iphone
how do i count the number of occurrences of a list of items in another .txt file   i have a list of words and i want to find how many times they occur in a .txt file.  the word list is something like as follows:   <pre><code>wordlist = [ cup    bike    run ] </code></pre>   i want to be able to not only pick up these words  but also things like cup  biker  running  cups  etc.  so i think i need a regular expression.  here is what i was thinking but it doesn t work:   <pre><code>len(re.findall(wordlist  filename  re.i)) </code></pre>   thanks in advance!,python
how to display all the phone contacts (name  phone number) in a textview or string  <pre><code>public class importcontactsactivity extends activity { /** called when the activity is first created. */     @override     public void oncreate(bundle savedinstancestate) {         super.oncreate(savedinstancestate);         setcontentview(r.layout.contact);         textview txt = (textview)findviewbyid(r.id.con);         string msg =   ;          contentresolver cr = getcontentresolver();         cursor cursor = cr.query(contactscontract.contacts.content_uri  null  null  null  null);         while (cursor.movetonext()) {                 string name = cursor.getstring(cursor.getcolumnindexorthrow(people.name));                 string number = cursor.getstring(cursor.getcolumnindexorthrow(people.number));                 string email = cursor.getstring(cursor.getcolumnindexorthrow(people.primary_email_id));                  msg += name +     + number +     + email +  \n ;         }         txt.settext(msg.tostring());     } } </code></pre>   i am developing an application in which the application is able to send an email containing all the current phone contacts (name + phone number) as a backup alternative. i am trying out on how to extract all the phone contacts information and display them on the textview... but i cannot do it  someone please consult me. thanks...   <pre><code>logcat 10-09 15:22:48.634: e/androidruntime(680): fatal exception: main 10-09 15:22:48.634: e/androidruntime(680): java.lang.runtimeexception: unable to start   activity componentinfo{com.example.importcontacts/com.example.importcontacts.importcontactsactivity} : java.lang.illegalargumentexception: column  name  does not exist 10-09 15:22:48.634: e/androidruntime(680):  at android.app.activitythread.performlaunchactivity(activitythread.java:1956) 10-09 15:22:48.634: e/androidruntime(680):  at android.app.activitythread.handlelaunchactivity(activitythread.java:1981) 10-09 15:22:48.634: e/androidruntime(680):  at android.app.activitythread.access$600(activitythread.java:123) 10-09 15:22:48.634: e/androidruntime(680):  at android.app.activitythread$h.handlemessage(activitythread.java:1147) 10-09 15:22:48.634: e/androidruntime(680):  at android.os.handler.dispatchmessage(handler.java:99) 10-09 15:22:48.634: e/androidruntime(680):  at android.os.looper.loop(looper.java:137) 10-09 15:22:48.634: e/androidruntime(680):  at android.app.activitythread.main(activitythread.java:4424) 10-09 15:22:48.634: e/androidruntime(680):  at java.lang.reflect.method.invokenative(native method) 10-09 15:22:48.634: e/androidruntime(680):  at java.lang.reflect.method.invoke(method.java:511) 10-09 15:22:48.634: e/androidruntime(680):  at com.android.internal.os.zygoteinit$methodandargscaller.run(zygoteinit.java:784) 10-09 15:22:48.634: e/androidruntime(680):  at com.android.internal.os.zygoteinit.main(zygoteinit.java:551) 10-09 15:22:48.634: e/androidruntime(680):  at dalvik.system.nativestart.main(native method) 10-09 15:22:48.634: e/androidruntime(680): caused by: java.lang.illegalargumentexception: column  name  does not exist 10-09 15:22:48.634: e/androidruntime(680):  at android.database.abstractcursor.getcolumnindexorthrow(abstractcursor.java:267) 10-09 15:22:48.634: e/androidruntime(680):  at android.database.cursorwrapper.getcolumnindexorthrow(cursorwrapper.java:78) 10-09 15:22:48.634: e/androidruntime(680):  at com.example.importcontacts.importcontactsactivity.oncreate(importcontactsactivity.java:46) 10-09 15:22:48.634: e/androidruntime(680):  at android.app.activity.performcreate(activity.java:4465) 10-09 15:22:48.634: e/androidruntime(680):  at android.app.instrumentation.callactivityoncreate(instrumentation.java:1049) 10-09 15:22:48.634: e/androidruntime(680):  at android.app.activitythread.performlaunchactivity(activitythread.java:1920) 10-09 15:22:48.634: e/androidruntime(680):  ... 11 more </code></pre>,android
routing angularjs not working  hi i am working on the angular js 60ish min tutorial an am not able to figure out the routing functionality here is my code issue: when i open the html file nothing happens i do noy see any routing happening view1.html and view2.html are in the same folder with main.html and angular.min.js file.    please point the mistake in the code or how to debug this.   <pre><code>&lt;!doctype html&gt; &lt;html data-ng-app = demoapp &gt; &lt;head&gt;&lt;title&gt;new angular js app &lt;/title&gt;&lt;/head&gt; &lt;body&gt; &lt;div&gt; &lt;div ng-view&gt;&lt;/div&gt; &lt;/div&gt; &lt;script src =  angular.min.js &gt;&lt;/script&gt; &lt;script&gt; var demoapp = angular.module( demoapp  []); demoapp.config(function($routeprovider){ $routeprovider     .when( /view1           {         controller: simplecontroller           templateurl: view1.html          })     .when( /view2           {         controller: simplecontroller           templateurl: view2.html          })     .otherwise({ redirectto: /view1 });  }); demoapp.controller( simplecontroller   function  ($scope){ $scope.customers = [     {name: ishan   city: delhi }      {name: ankit   city: new delhi }      {name: subhash   city: haridwar }      ]; $scope.addcustomer = function() {     $scope.customers.push         ({             name:$scope.newcustomer.name               city:$scope.newcustomer.city         }); }; }); &lt;/script&gt;&lt;/body&gt;&lt;/html&gt; </code></pre>,angularjs
writing a binary file a specific directory (pathway)  so i have code that generate a pseudo-random dungeon where rooms are rectangular and are made up of periods (<code> . </code>) while the hallways are made up of hash symbols (<code> # </code>)  so when i run my program inside the terminal it will generate a dungeon within this terminal  but my goal now is to save this dungeon into a binary file that can be read back  essential saving the file and loading the file.     i have a specific pathway that the binary file needs to be saved and loaded which you can see in my code. i ve written some back stuff so far  but i want to get someone s input if i m going in the right direction with this  my question is how do i write my dungeon to a binary file  how is it that i read my dungeon to place it into binary file   i m also getting an error for my fopen statement  something about a binary operand statement  but i m not sure what it means. any advice is appreciated. i m only going to post the code for the main function since that s where the loading and saving needs to happen  because i need to take command line arguments (<code>--save</code>  and <code>--load</code>)  but if you need to see the whole code on how the dungeon generates i ll edit my post.   <pre><code>int main(int argc  char *argv[]) {     char *ptr_path_home;     char *directory;     action_t action;      ptr_path_home = getenv( home );     directory =  .rlg327/ ;      char *pathway = malloc(strlen(ptr_path_home) + strlen(directory) + 1);      strcpy(pathway  ptr_path_home);     strcat(pathway  directory);        file *f;      if (strcmp(argv[1]   --save ) == 0)     {         action = write_binary;     }      if (action = write_binary)     {         f = fopen(pathway +  save.bin    wb );     }          srand(time(null));     createdungeon();     return 0; } </code></pre>,c
